Date,Description,Amount,Payment_Method,Category
2025-07-06,RAPIDO RIDE,1951.71,Cash,Transport
2025-07-06,YOUTUBE PREMIUM,1962.12,Wallet,Entertainment
2025-07-06,INOX MOVIES,1278.6,Wallet,Entertainment
2025-07-06,KFC RESTAURANT REF521805,818.18,Debit Card,Food
2025-07-06,COLLEGE FEE TXN54064,13649.45,Net Banking,Education
2025-07-06,MONTHLY RENT,23515.15,Debit Card,Rent
2025-07-06,UPI STOCK INVESTMENT HYD,12242.76,Debit Card,Investment
2025-07-07,PETROL PUMP,2734.46,UPI,Transport
2025-07-07,UPI CAFE COFFEE DAY HYD,1165.11,Cash,Food
2025-07-07,GIFT PURCHASE,985.53,Credit Card,Other
2025-07-07,AIRTEL RECHARGE REF864306,5920.32,Wallet,Bills
2025-07-08,UPI AUTO RICKSHAW UPI VIJAYAWADA,2372.76,Cash,Transport
2025-07-08,COLLEGE FEE REF800055,5031.19,UPI,Education
2025-07-08,UPI TRAINING PROGRAM BLR,5257.27,Net Banking,Education
2025-07-08,CASH WITHDRAWAL TXN53030,8515.56,UPI,Other
2025-07-08,UPI LIBRARY FEE VIJAYAWADA,3914.48,Wallet,Education
2025-07-08,INDEX FUND SIP TXN47396,26509.71,Wallet,Investment
2025-07-08,GAME PURCHASE REF792482,1289.38,Credit Card,Entertainment
2025-07-08,MEESHO ORDER REF505083,5460.44,Debit Card,Shopping
2025-07-08,HOUSE RENT TXN98330,5415.78,Debit Card,Rent
2025-07-08,DOCTOR CONSULTATION,6272.03,Credit Card,Healthcare
2025-07-08,ROOM RENT,22631.5,Debit Card,Rent
2025-07-08,MOVIE TICKET REF220213,3921.15,Debit Card,Entertainment
2025-07-08,ATM FEE REF599135,6905.52,Debit Card,Other
2025-07-09,YOUTUBE PREMIUM TXN16514,2909.13,Net Banking,Entertainment
2025-07-09,SPOTIFY PREMIUM REF175999,968.23,Cash,Entertainment
2025-07-09,DIAGNOSTIC LAB REF917345,103.19,Credit Card,Healthcare
2025-07-09,DONATION PAYMENT TXN79758,7759.29,Net Banking,Other
2025-07-10,ONLINE COURSE PAYMENT,24728.58,Cash,Education
2025-07-10,AJIO PURCHASE REF633112,12888.72,UPI,Shopping
2025-07-10,VI MOBILE RECHARGE REF727847,4540.51,Credit Card,Bills
2025-07-10,MEDPLUS PHARMACY TXN65904,6458.7,Debit Card,Healthcare
2025-07-10,ZOMATO FOOD ORDER TXN45331,436.53,Wallet,Food
2025-07-10,BROADBAND BILL TXN30676,2685.29,Wallet,Bills
2025-07-10,BAKERY PURCHASE,1546.97,UPI,Food
2025-07-10,UPI AJIO PURCHASE HYD,11967.59,UPI,Shopping
2025-07-10,CERTIFICATION EXAM,19769.86,Net Banking,Education
2025-07-10,BROADBAND BILL,1985.08,UPI,Bills
2025-07-10,GAME PURCHASE REF486043,222.77,Cash,Entertainment
2025-07-10,GIFT PURCHASE,382.76,Net Banking,Other
2025-07-10,GROCERY FOOD STORE,256.03,Net Banking,Food
2025-07-10,MCDONALDS ORDER,1568.61,Wallet,Food
2025-07-10,YOUTUBE PREMIUM,521.9,Debit Card,Entertainment
2025-07-10,UPI ATM FEE GUNTUR,9507.72,Net Banking,Other
2025-07-10,APARTMENT RENT,21749.78,Wallet,Rent
2025-07-11,UPI RELIANCE TRENDS VIJAYAWADA,12997.07,UPI,Shopping
2025-07-11,UPI FIXED DEPOSIT HYD,16561.67,UPI,Investment
2025-07-11,MEDPLUS PHARMACY REF438683,7129.94,Cash,Healthcare
2025-07-11,UPI MEDPLUS PHARMACY VIJAYAWADA,7531.46,Net Banking,Healthcare
2025-07-11,OLA CAB,916.78,Debit Card,Transport
2025-07-11,UPI STATIONERY STORE CHENNAI,2551.29,Cash,Education
2025-07-11,ROOM RENT,14358.16,UPI,Rent
2025-07-11,UPI DOCTOR CONSULTATION HYD,5018.13,Debit Card,Healthcare
2025-07-11,UPI ZOMATO FOOD ORDER VIJAYAWADA,1626.79,Cash,Food
2025-07-11,ELECTRONICS STORE REF823290,2529.22,Cash,Shopping
2025-07-12,PETROL PUMP REF340986,2578.05,Credit Card,Transport
2025-07-12,ZOMATO FOOD ORDER REF824586,1631.88,UPI,Food
2025-07-12,ELECTRICITY BILL TXN59190,454.63,Credit Card,Bills
2025-07-12,UDEMY COURSE,5075.02,Debit Card,Education
2025-07-12,UPI DONATION PAYMENT BLR,591.63,Net Banking,Other
2025-07-12,MCDONALDS ORDER REF990890,1679.06,UPI,Food
2025-07-12,STOCK INVESTMENT REF388772,9762.11,Net Banking,Investment
2025-07-12,UPI MCDONALDS ORDER BLR,1440.72,Net Banking,Food
2025-07-12,MISCELLANEOUS PAYMENT REF684292,9210.65,Cash,Other
2025-07-12,APARTMENT RENT,11535.29,Credit Card,Rent
2025-07-12,TATA PLAY RECHARGE REF391897,2782.01,Debit Card,Bills
2025-07-13,INOX MOVIES,3015.06,Cash,Entertainment
2025-07-13,RAILWAY TICKET,2329.11,Cash,Transport
2025-07-13,CAFE COFFEE DAY,1281.06,Net Banking,Food
2025-07-13,RAPIDO RIDE TXN50144,513.35,Debit Card,Transport
2025-07-13,AUTO RICKSHAW UPI TXN99691,176.36,UPI,Transport
2025-07-13,GIFT PURCHASE,6205.52,Wallet,Other
2025-07-13,MOVIE TICKET,1567.0,Debit Card,Entertainment
2025-07-13,INOX MOVIES REF658132,600.29,Net Banking,Entertainment
2025-07-13,UPI AJIO PURCHASE BLR,11150.8,Debit Card,Shopping
2025-07-13,AJIO PURCHASE,7935.31,Wallet,Shopping
2025-07-13,SPOTIFY PREMIUM REF597959,145.81,Net Banking,Entertainment
2025-07-13,MISCELLANEOUS PAYMENT,6537.01,Credit Card,Other
2025-07-13,AUTO RICKSHAW UPI,2614.79,Credit Card,Transport
2025-07-13,UPI MONTHLY RENT HYD,24343.3,Cash,Rent
2025-07-14,UPI DOCTOR CONSULTATION CHENNAI,120.65,Credit Card,Healthcare
2025-07-14,MUTUAL FUND INVESTMENT REF290904,24048.93,UPI,Investment
2025-07-14,RAPIDO RIDE TXN94629,1475.99,Wallet,Transport
2025-07-14,DOCTOR CONSULTATION,5005.17,Net Banking,Healthcare
2025-07-14,PG RENT PAYMENT REF637805,19074.32,Debit Card,Rent
2025-07-14,AJIO PURCHASE,11585.05,Wallet,Shopping
2025-07-15,INOX MOVIES REF411113,1330.35,Cash,Entertainment
2025-07-15,MISCELLANEOUS PAYMENT,8947.64,UPI,Other
2025-07-15,UPI LIBRARY FEE BLR,22935.02,UPI,Education
2025-07-15,HOTSTAR SUBSCRIPTION,358.14,Credit Card,Entertainment
2025-07-15,UPI TEA SHOP UPI CHENNAI,274.28,Net Banking,Food
2025-07-15,MUTUAL FUND INVESTMENT,15055.82,Net Banking,Investment
2025-07-15,ACCOMMODATION PAYMENT,23566.87,Net Banking,Rent
2025-07-16,UPI MEESHO ORDER CHENNAI,14034.02,Credit Card,Shopping
2025-07-16,WATER BILL TXN99567,1609.33,Net Banking,Bills
2025-07-16,DMART PURCHASE TXN57131,785.41,UPI,Shopping
2025-07-16,AMAZON PURCHASE REF989596,8479.03,Wallet,Shopping
2025-07-16,UPI CLOTHING STORE VIJAYAWADA,5402.22,Cash,Shopping
2025-07-16,BUS TICKET REF407059,185.88,Debit Card,Transport
2025-07-16,SHOPPING MALL REF292509,3741.65,Cash,Shopping
2025-07-16,PERSONAL TRANSFER,2999.04,Debit Card,Other
2025-07-16,GROCERY FOOD STORE,680.98,Credit Card,Food
2025-07-17,AIRTEL RECHARGE TXN50827,5064.66,Cash,Bills
2025-07-17,UPI METRO TICKET VIJAYAWADA,1407.18,UPI,Transport
2025-07-17,ATM FEE TXN75390,4149.32,Net Banking,Other
2025-07-17,UPI AMAZON PURCHASE HYD,8960.65,Cash,Shopping
2025-07-17,UPI BAKERY PURCHASE GUNTUR,224.85,Wallet,Food
2025-07-17,INDEX FUND SIP TXN44809,3990.62,UPI,Investment
2025-07-17,UPI DMART PURCHASE VIJAYAWADA,569.74,Wallet,Shopping
2025-07-17,UPI INVESTMENT ACCOUNT BLR,11457.14,Cash,Investment
2025-07-17,PETROL PUMP TXN74887,1380.64,Cash,Transport
2025-07-18,GIFT PURCHASE TXN45016,8893.14,Cash,Other
2025-07-18,UPI DENTAL CLINIC VIJAYAWADA,7791.11,Net Banking,Healthcare
2025-07-18,UPI KFC RESTAURANT VIJAYAWADA,74.08,Cash,Food
2025-07-18,APARTMENT RENT,13092.59,UPI,Rent
2025-07-18,DOMINOS PIZZA,672.24,Wallet,Food
2025-07-18,LIBRARY FEE REF395755,24838.73,Cash,Education
2025-07-18,UPI RELIANCE TRENDS HYD,12423.58,Cash,Shopping
2025-07-18,UPI ROOM RENT CHENNAI,3169.16,Wallet,Rent
2025-07-18,ACCOMMODATION PAYMENT TXN47183,11854.72,Net Banking,Rent
2025-07-18,BUS TICKET TXN92081,1913.89,Debit Card,Transport
2025-07-18,ONLINE COURSE PAYMENT TXN79560,24653.35,Cash,Education
2025-07-18,AUTO RICKSHAW UPI REF273274,1896.58,Wallet,Transport
2025-07-19,UPI JIO RECHARGE HYD,2272.51,Cash,Bills
2025-07-19,OLA CAB,1682.4,Credit Card,Transport
2025-07-19,HOSTEL RENT TXN54508,10395.33,Credit Card,Rent
2025-07-19,UPI PVR CINEMAS GUNTUR,2904.28,Debit Card,Entertainment
2025-07-19,INVESTMENT ACCOUNT REF435604,14437.53,Credit Card,Investment
2025-07-19,UPI TATA PLAY RECHARGE BLR,3563.32,Net Banking,Bills
2025-07-19,UPI LIBRARY FEE GUNTUR,11235.83,Net Banking,Education
2025-07-19,MEESHO ORDER,6197.18,Wallet,Shopping
2025-07-19,MEDPLUS PHARMACY REF827770,9857.15,Net Banking,Healthcare
2025-07-20,HOSPITAL PAYMENT TXN50243,4580.39,UPI,Healthcare
2025-07-20,PERSONAL TRANSFER,2551.57,UPI,Other
2025-07-20,DIAGNOSTIC LAB TXN27287,1141.83,Credit Card,Healthcare
2025-07-20,COURSERA COURSE,21589.01,Wallet,Education
2025-07-20,TATA PLAY RECHARGE,5955.1,UPI,Bills
2025-07-20,MUTUAL FUND INVESTMENT TXN60872,16651.53,Net Banking,Investment
2025-07-20,SHOPPING MALL REF656127,11069.59,Net Banking,Shopping
2025-07-20,SIP INVESTMENT REF570577,27421.39,Credit Card,Investment
2025-07-20,RECURRING DEPOSIT,14696.72,Debit Card,Investment
2025-07-20,ELECTRONICS STORE,2245.28,Cash,Shopping
2025-07-20,UPI PVR CINEMAS VIJAYAWADA,2450.56,Wallet,Entertainment
2025-07-20,WATER BILL,2277.22,Cash,Bills
2025-07-20,SHOPPING MALL,9464.78,UPI,Shopping
2025-07-20,UPI APOLLO PHARMACY VIJAYAWADA,9108.89,UPI,Healthcare
2025-07-21,HOSTEL FEE RENT REF127537,4971.61,UPI,Rent
2025-07-21,SWIGGY ORDER REF150566,981.47,Credit Card,Food
2025-07-21,PVR CINEMAS,2818.81,Debit Card,Entertainment
2025-07-21,ROOM RENT REF859171,17043.01,UPI,Rent
2025-07-21,TRAINING PROGRAM TXN14445,23729.18,Cash,Education
2025-07-21,HOSTEL RENT,20944.78,Debit Card,Rent
2025-07-21,UPI BANK CHARGE GUNTUR,1400.12,Debit Card,Other
2025-07-21,APARTMENT RENT,23118.43,Debit Card,Rent
2025-07-21,UPI INDIAN OIL PETROL VIJAYAWADA,1245.56,Wallet,Transport
2025-07-22,RAILWAY TICKET,1404.84,UPI,Transport
2025-07-22,FIXED DEPOSIT,13286.75,Cash,Investment
2025-07-22,VI MOBILE RECHARGE,920.51,Net Banking,Bills
2025-07-22,BROADBAND BILL,4742.16,Credit Card,Bills
2025-07-22,LIBRARY FEE,14387.08,UPI,Education
2025-07-22,SHOPPING MALL,13452.14,Cash,Shopping
2025-07-22,UDEMY COURSE,9855.57,Debit Card,Education
2025-07-22,ROOM RENT REF300936,22087.42,Cash,Rent
2025-07-22,UPI EYE HOSPITAL HYD,9899.6,UPI,Healthcare
2025-07-22,AMAZON PRIME,3759.19,Cash,Entertainment
2025-07-23,MUTUAL FUND INVESTMENT,2137.74,UPI,Investment
2025-07-23,CAFE COFFEE DAY,1166.05,Debit Card,Food
2025-07-23,SWIGGY ORDER REF566570,72.33,UPI,Food
2025-07-23,MISCELLANEOUS PAYMENT TXN39508,1873.92,Wallet,Other
2025-07-23,MOVIE TICKET,583.76,Cash,Entertainment
2025-07-23,UPI SIP INVESTMENT VIJAYAWADA,16462.32,Net Banking,Investment
2025-07-23,MOVIE TICKET TXN79607,3554.43,Credit Card,Entertainment
2025-07-24,BAKERY PURCHASE,1533.01,Net Banking,Food
2025-07-24,STATIONERY STORE,1432.47,Cash,Education
2025-07-24,TATA PLAY RECHARGE,5276.78,Debit Card,Bills
2025-07-24,VI MOBILE RECHARGE,566.08,UPI,Bills
2025-07-24,ZOMATO FOOD ORDER,771.59,Cash,Food
2025-07-24,CERTIFICATION EXAM REF976890,7942.33,Debit Card,Education
2025-07-24,UPI DIAGNOSTIC LAB BLR,996.57,UPI,Healthcare
2025-07-24,ACCOMMODATION PAYMENT REF327482,5712.85,UPI,Rent
2025-07-24,DIAGNOSTIC LAB,1273.11,Net Banking,Healthcare
2025-07-24,DIAGNOSTIC LAB,4378.76,Debit Card,Healthcare
2025-07-24,DONATION PAYMENT REF840187,2439.78,Cash,Other
2025-07-24,UPI DENTAL CLINIC CHENNAI,5565.84,Net Banking,Healthcare
2025-07-24,UPI SPOTIFY PREMIUM BLR,1911.21,Debit Card,Entertainment
2025-07-24,KFC RESTAURANT REF496915,916.48,Net Banking,Food
2025-07-25,INOX MOVIES,1602.86,Net Banking,Entertainment
2025-07-25,SPOTIFY PREMIUM,1854.34,UPI,Entertainment
2025-07-25,HP FUEL STATION REF475676,2369.05,Credit Card,Transport
2025-07-25,OLA CAB,303.67,UPI,Transport
2025-07-25,OLA CAB REF286638,2388.82,UPI,Transport
2025-07-25,BANK CHARGE TXN32874,5158.17,Wallet,Other
2025-07-25,TEA SHOP UPI,1225.08,Wallet,Food
2025-07-25,EYE HOSPITAL TXN23570,1565.0,UPI,Healthcare
2025-07-25,ACT FIBERNET,5150.55,Net Banking,Bills
2025-07-25,MCDONALDS ORDER REF209050,777.25,Cash,Food
2025-07-25,DONATION PAYMENT,3920.94,UPI,Other
2025-07-25,AIRTEL RECHARGE,496.84,Cash,Bills
2025-07-25,PERSONAL TRANSFER,1386.88,Cash,Other
2025-07-25,UPI TRANSFER TXN18639,3330.42,Wallet,Other
2025-07-25,METRO TICKET,744.32,UPI,Transport
2025-07-25,UPI MUTUAL FUND INVESTMENT CHENNAI,7363.9,Wallet,Investment
2025-07-26,PETROL PUMP,2181.19,Debit Card,Transport
2025-07-26,HOUSE RENT TXN86704,9686.12,Wallet,Rent
2025-07-26,UPI ELECTRONICS STORE GUNTUR,14913.97,Debit Card,Shopping
2025-07-26,UPI METRO TICKET CHENNAI,2012.71,Cash,Transport
2025-07-26,MEESHO ORDER REF608876,10628.73,Credit Card,Shopping
2025-07-26,ENTERTAINMENT EVENT TXN12404,2488.49,Net Banking,Entertainment
2025-07-26,BUS TICKET,1595.53,Wallet,Transport
2025-07-26,INVESTMENT ACCOUNT,17135.38,Net Banking,Investment
2025-07-26,ACCOMMODATION PAYMENT,7673.11,Debit Card,Rent
2025-07-26,INDEX FUND SIP REF326964,11633.43,Debit Card,Investment
2025-07-26,UPI GOLD SAVINGS VIJAYAWADA,13722.43,Credit Card,Investment
2025-07-27,ONLINE COURSE PAYMENT REF558916,122.94,Credit Card,Education
2025-07-27,VI MOBILE RECHARGE TXN28728,5055.27,Net Banking,Bills
2025-07-27,HOSPITAL PAYMENT,4101.7,UPI,Healthcare
2025-07-27,BUS TICKET,450.39,UPI,Transport
2025-07-27,RAPIDO RIDE,1257.37,UPI,Transport
2025-07-27,AMAZON PURCHASE,9824.84,UPI,Shopping
2025-07-27,STOCK INVESTMENT,5224.0,Net Banking,Investment
2025-07-27,BAKERY PURCHASE TXN91512,941.18,Credit Card,Food
2025-07-27,UPI CERTIFICATION EXAM HYD,2957.67,Credit Card,Education
2025-07-27,COLLEGE FEE TXN60243,21622.72,Debit Card,Education
2025-07-27,BROADBAND BILL,1577.37,Wallet,Bills
2025-07-28,CASH WITHDRAWAL,5261.02,UPI,Other
2025-07-28,ROOM RENT TXN28301,8425.81,Cash,Rent
2025-07-28,TATA PLAY RECHARGE REF749641,5316.99,Credit Card,Bills
2025-07-28,UPI INVESTMENT ACCOUNT HYD,9679.35,Credit Card,Investment
2025-07-28,DOMINOS PIZZA,216.39,Cash,Food
2025-07-28,HOUSE RENT REF101248,6086.17,Net Banking,Rent
2025-07-28,HOSPITAL PAYMENT REF565511,214.99,Credit Card,Healthcare
2025-07-28,HOTSTAR SUBSCRIPTION TXN98756,3955.74,Cash,Entertainment
2025-07-28,ELECTRICITY BILL,3651.91,Debit Card,Bills
2025-07-29,HOSTEL FEE RENT TXN70342,14053.15,Wallet,Rent
2025-07-29,HOSPITAL PAYMENT,6530.42,Cash,Healthcare
2025-07-29,BAKERY PURCHASE REF161779,1426.03,Wallet,Food
2025-07-29,GOLD SAVINGS,9351.01,Cash,Investment
2025-07-29,APARTMENT RENT,9230.97,Cash,Rent
2025-07-29,HOUSE RENT,24448.79,Net Banking,Rent
2025-07-29,MUTUAL FUND INVESTMENT REF445552,18669.58,Credit Card,Investment
2025-07-29,SHOPPING MALL TXN58453,2849.0,Wallet,Shopping
2025-07-29,YOUTUBE PREMIUM TXN32833,2857.72,Wallet,Entertainment
2025-07-29,FLIPKART ORDER,14391.84,Debit Card,Shopping
2025-07-29,UPI MCDONALDS ORDER HYD,313.41,Net Banking,Food
2025-07-29,COURSERA COURSE,1593.53,Cash,Education
2025-07-29,AUTO RICKSHAW UPI,2362.07,Wallet,Transport
2025-07-30,HOSTEL FEE RENT TXN96889,16437.73,Credit Card,Rent
2025-07-30,GOLD SAVINGS REF520006,12258.28,UPI,Investment
2025-07-30,ENTERTAINMENT EVENT REF960487,1560.27,Wallet,Entertainment
2025-07-30,ACCOMMODATION PAYMENT,20181.44,UPI,Rent
2025-07-30,ROOM RENT,4095.83,Debit Card,Rent
2025-07-30,GAS BILL PAYMENT REF666158,1411.53,UPI,Bills
2025-07-30,MONTHLY RENT REF798670,20188.09,Wallet,Rent
2025-07-30,BROADBAND BILL REF412963,5852.15,Net Banking,Bills
2025-07-31,UPI INDEX FUND SIP HYD,16287.54,Net Banking,Investment
2025-07-31,BOOK STORE TXN35620,4770.91,Wallet,Education
2025-07-31,ENTERTAINMENT EVENT,1178.06,Cash,Entertainment
2025-07-31,UPI INVESTMENT ACCOUNT VIJAYAWADA,28856.76,Cash,Investment
2025-07-31,UPI CERTIFICATION EXAM BLR,6767.55,Cash,Education
2025-07-31,UPI FLIPKART ORDER CHENNAI,7012.9,Cash,Shopping
2025-07-31,DONATION PAYMENT,9568.06,Wallet,Other
2025-07-31,CLOTHING STORE,9030.43,Wallet,Shopping
2025-07-31,MEESHO ORDER,563.12,Debit Card,Shopping
2025-07-31,COLLEGE FEE,1592.19,Wallet,Education
2025-07-31,STATIONERY STORE,22911.83,Wallet,Education
2025-07-31,KFC RESTAURANT,177.6,Cash,Food
2025-07-31,WATER BILL REF697817,3432.3,Net Banking,Bills
2025-07-31,DIAGNOSTIC LAB,4636.66,Cash,Healthcare
2025-07-31,CASH WITHDRAWAL REF966769,4324.38,Net Banking,Other
2025-08-01,UPI COURSERA COURSE VIJAYAWADA,17655.3,Net Banking,Education
2025-08-01,GROCERY FOOD STORE REF632046,694.42,Cash,Food
2025-08-01,LIBRARY FEE TXN70468,3831.47,Net Banking,Education
2025-08-01,INDEX FUND SIP TXN90337,13744.06,Wallet,Investment
2025-08-01,SHOPPING MALL,8002.97,Cash,Shopping
2025-08-01,MISCELLANEOUS PAYMENT REF874625,4403.42,Cash,Other
2025-08-01,UPI SPOTIFY PREMIUM CHENNAI,3417.23,Cash,Entertainment
2025-08-01,AMAZON PRIME,1047.56,Credit Card,Entertainment
2025-08-01,SIP INVESTMENT,24428.21,Wallet,Investment
2025-08-02,AMAZON PURCHASE,5104.88,Credit Card,Shopping
2025-08-02,APARTMENT RENT REF184464,23056.52,Debit Card,Rent
2025-08-02,TATA PLAY RECHARGE TXN50901,3293.83,Debit Card,Bills
2025-08-02,BANK CHARGE,8120.54,Cash,Other
2025-08-02,LIBRARY FEE TXN40743,22210.82,Cash,Education
2025-08-02,MEDPLUS PHARMACY,9916.74,Wallet,Healthcare
2025-08-02,APOLLO PHARMACY,2817.36,Wallet,Healthcare
2025-08-02,ELECTRONICS STORE TXN26899,4415.88,UPI,Shopping
2025-08-02,SIP INVESTMENT,11517.49,Net Banking,Investment
2025-08-02,MISCELLANEOUS PAYMENT,5735.76,Debit Card,Other
2025-08-03,UPI LIBRARY FEE VIJAYAWADA,11968.73,Cash,Education
2025-08-03,MISCELLANEOUS PAYMENT REF534574,1538.94,Cash,Other
2025-08-03,CERTIFICATION EXAM REF711807,22414.87,Credit Card,Education
2025-08-03,UPI COURSERA COURSE VIJAYAWADA,14458.54,Cash,Education
2025-08-03,RESTAURANT PAYMENT,1738.31,Wallet,Food
2025-08-03,RECURRING DEPOSIT,1098.84,UPI,Investment
2025-08-03,KFC RESTAURANT TXN45861,99.45,Net Banking,Food
2025-08-03,GROCERY FOOD STORE REF953232,728.17,UPI,Food
2025-08-03,UBER TRIP,2422.85,UPI,Transport
2025-08-03,UPI BUS TICKET HYD,2677.2,UPI,Transport
2025-08-03,INVESTMENT ACCOUNT,18894.2,Net Banking,Investment
2025-08-03,UPI FLIPKART ORDER GUNTUR,5496.04,UPI,Shopping
2025-08-04,UPI AUTO RICKSHAW UPI CHENNAI,252.25,UPI,Transport
2025-08-04,EYE HOSPITAL,9178.66,Wallet,Healthcare
2025-08-04,APOLLO PHARMACY REF555879,186.22,Cash,Healthcare
2025-08-04,UPI STOCK INVESTMENT CHENNAI,3701.36,Wallet,Investment
2025-08-04,FLIPKART ORDER,2167.29,Net Banking,Shopping
2025-08-04,ELECTRONICS STORE,11457.5,Debit Card,Shopping
2025-08-04,GIFT PURCHASE,4459.49,Cash,Other
2025-08-04,DOCTOR CONSULTATION TXN69234,8320.41,UPI,Healthcare
2025-08-04,ACCOMMODATION PAYMENT,15239.09,Debit Card,Rent
2025-08-04,FIXED DEPOSIT TXN36218,8586.29,Debit Card,Investment
2025-08-04,EXAM FEE,14137.47,UPI,Education
2025-08-04,HOSTEL FEE RENT TXN11058,20450.75,Wallet,Rent
2025-08-04,GIFT PURCHASE TXN16246,4278.66,Cash,Other
2025-08-04,GAME PURCHASE TXN52739,2388.71,UPI,Entertainment
2025-08-04,CERTIFICATION EXAM REF837623,17543.96,Cash,Education
2025-08-04,DOMINOS PIZZA REF477027,1405.17,Cash,Food
2025-08-05,DOMINOS PIZZA,1791.08,Cash,Food
2025-08-05,VI MOBILE RECHARGE REF446585,1034.19,UPI,Bills
2025-08-05,GIFT PURCHASE,8329.67,Wallet,Other
2025-08-05,BUS TICKET,1463.54,Wallet,Transport
2025-08-05,GOLD SAVINGS,6184.82,UPI,Investment
2025-08-05,ROOM RENT,13701.92,Net Banking,Rent
2025-08-05,MCDONALDS ORDER REF239399,390.36,Debit Card,Food
2025-08-06,HOSTEL RENT,24860.61,Cash,Rent
2025-08-06,HP FUEL STATION,1226.67,UPI,Transport
2025-08-06,UPI STATIONERY STORE HYD,7233.11,Debit Card,Education
2025-08-06,DMART PURCHASE,12674.01,Net Banking,Shopping
2025-08-06,STOCK INVESTMENT REF469390,26291.21,Net Banking,Investment
2025-08-06,OLA CAB,31.67,Credit Card,Transport
2025-08-06,UPI INVESTMENT ACCOUNT CHENNAI,3704.83,Net Banking,Investment
2025-08-06,DOMINOS PIZZA REF404779,707.69,Net Banking,Food
2025-08-07,UPI BUS TICKET VIJAYAWADA,2976.63,Credit Card,Transport
2025-08-07,RECURRING DEPOSIT,10608.17,UPI,Investment
2025-08-07,INDIAN OIL PETROL,1456.7,Wallet,Transport
2025-08-07,WATER BILL TXN26019,2767.14,Debit Card,Bills
2025-08-07,RESTAURANT PAYMENT REF934777,1434.97,Cash,Food
2025-08-07,SWIGGY ORDER TXN71133,100.58,Wallet,Food
2025-08-07,ROOM RENT REF929298,7893.66,Net Banking,Rent
2025-08-07,UPI AUTO RICKSHAW UPI BLR,2105.98,Wallet,Transport
2025-08-07,UPI DONATION PAYMENT HYD,4434.5,Cash,Other
2025-08-07,VI MOBILE RECHARGE REF125280,1055.77,Debit Card,Bills
2025-08-07,UPI MEDICAL STORE GUNTUR,6759.68,Wallet,Healthcare
2025-08-07,GAME PURCHASE,1184.73,Credit Card,Entertainment
2025-08-08,DOMINOS PIZZA,1205.95,Credit Card,Food
2025-08-08,HOSTEL RENT,10675.8,Credit Card,Rent
2025-08-08,WATER BILL,5343.38,Debit Card,Bills
2025-08-08,MYNTRA SHOPPING TXN65288,9505.97,Net Banking,Shopping
2025-08-08,UPI TRANSFER,9095.05,Wallet,Other
2025-08-08,GAME PURCHASE,814.46,UPI,Entertainment
2025-08-08,APARTMENT RENT REF136554,4604.23,Wallet,Rent
2025-08-08,STATIONERY STORE,14609.54,UPI,Education
2025-08-08,HEALTH CHECKUP,5607.6,Debit Card,Healthcare
2025-08-08,GOLD SAVINGS REF600714,28509.59,Wallet,Investment
2025-08-08,PG RENT PAYMENT TXN19549,23624.11,Cash,Rent
2025-08-08,ATM FEE TXN79794,7633.94,UPI,Other
2025-08-08,UPI ACCOMMODATION PAYMENT CHENNAI,11308.28,Cash,Rent
2025-08-08,APARTMENT RENT REF273659,18558.59,Wallet,Rent
2025-08-09,FIXED DEPOSIT REF715357,17402.97,Net Banking,Investment
2025-08-09,UPI MYNTRA SHOPPING CHENNAI,10221.71,UPI,Shopping
2025-08-09,HOTSTAR SUBSCRIPTION REF462153,2997.48,Credit Card,Entertainment
2025-08-09,UPI FIXED DEPOSIT GUNTUR,2720.86,UPI,Investment
2025-08-09,EYE HOSPITAL,557.48,UPI,Healthcare
2025-08-09,GIFT PURCHASE REF325686,3984.35,Credit Card,Other
2025-08-09,UPI HOSPITAL PAYMENT HYD,9493.0,Net Banking,Healthcare
2025-08-09,BUS TICKET,480.47,Net Banking,Transport
2025-08-09,UPI AUTO RICKSHAW UPI GUNTUR,1795.81,Cash,Transport
2025-08-09,PERSONAL TRANSFER,5132.52,UPI,Other
2025-08-09,MCDONALDS ORDER,767.17,Debit Card,Food
2025-08-09,LIBRARY FEE,9818.49,UPI,Education
2025-08-09,AUTO RICKSHAW UPI TXN91445,1211.55,Wallet,Transport
2025-08-09,BAKERY PURCHASE TXN47871,500.02,Wallet,Food
2025-08-09,UPI BUS TICKET BLR,1951.07,Debit Card,Transport
2025-08-10,INDIAN OIL PETROL REF198735,2840.06,Wallet,Transport
2025-08-10,BUS TICKET REF733565,924.34,Wallet,Transport
2025-08-10,MEDPLUS PHARMACY REF582472,6603.5,Wallet,Healthcare
2025-08-10,DOMINOS PIZZA REF240972,627.83,UPI,Food
2025-08-10,COURSERA COURSE,12444.13,Credit Card,Education
2025-08-10,AJIO PURCHASE TXN21428,4383.36,Debit Card,Shopping
2025-08-10,AMAZON PRIME,3435.08,Credit Card,Entertainment
2025-08-10,MUTUAL FUND INVESTMENT,16561.07,Net Banking,Investment
2025-08-10,BAKERY PURCHASE,1312.8,Cash,Food
2025-08-10,VI MOBILE RECHARGE REF875282,5592.09,Net Banking,Bills
2025-08-11,UPI HOSTEL RENT CHENNAI,15582.3,Credit Card,Rent
2025-08-11,UPI BAKERY PURCHASE BLR,884.18,Wallet,Food
2025-08-11,INVESTMENT ACCOUNT,18094.56,Net Banking,Investment
2025-08-11,CASH WITHDRAWAL REF873140,7614.57,Debit Card,Other
